"País","Género","Edad_del_encuestado_calculada","Interés_en_la_política","Confianza_politicos","Confianza_parlamento","Confianza_partidos_politicos","Votó_en_la_última_elección_nacional","Participó_en_una_manifestación_pública_en_los_últimos_12_meses","Sentimiento_de_cercanía_hacia_un_partido_político_en_particular","Rango_Edad","Region_Geografica"
"Germany","Female",64,1,0,0,0,"Yes","Yes","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",76,3,5,6,5,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",58,1,4,5,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",35,4,5,5,5,"No","Yes","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",64,3,3,4,0,"No","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",30,4,2,0,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",77,2,2,0,2,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",48,3,5,8,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Female",57,2,4,6,4,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Female",38,4,3,5,3,"No","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",34,3,2,3,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",72,2,2,2,2,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",66,2,2,2,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",17,1,3,6,6,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",72,2,3,10,3,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",66,3,5,9,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",65,2,4,5,0,"Not eligible to vote","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",44,1,5,8,5,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Male",59,1,5,8,5,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",52,2,4,5,4,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Female",31,2,3,5,3,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",46,3,6,8,5,"Not eligible to vote","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",57,2,7,8,9,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Male",45,2,5,7,5,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Female",63,1,4,4,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",42,1,4,7,6,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",45,4,4,4,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",65,1,7,9,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",32,1,4,3,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",55,1,3,9,0,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Female",83,3,3,3,3,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",45,3,0,2,1,"No","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",59,3,1,2,0,"No","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",71,1,3,2,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",56,1,5,8,5,"Not eligible to vote","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",52,3,7,6,7,"Not eligible to vote","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Male",54,3,1,0,1,"No","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Female",66,3,0,1,0,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",29,2,0,10,5,"Not eligible to vote","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",58,2,4,4,5,"Yes","Yes","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Male",54,3,2,5,2,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",58,2,3,5,3,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Male",71,2,3,6,4,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",84,2,6,6,6,"Not eligible to vote","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Female",57,2,0,0,0,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",43,1,1,4,1,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",44,2,3,6,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",33,4,3,5,4,"No","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",68,1,5,9,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",79,3,7,7,6,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Female",69,2,1,3,0,"No","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",42,3,0,2,0,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",57,2,1,0,0,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",42,2,5,5,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",46,2,4,5,5,"Yes","Yes","No","Adultos (45-59)","Europa Occidental"
"Germany","Female",16,3,5,4,5,"Not eligible to vote","Yes","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",28,1,5,7,6,"Yes","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",57,2,4,3,3,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Female",39,2,8,8,7,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",59,3,0,3,0,"No","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",32,3,6,7,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",54,3,5,5,5,"No","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",69,1,5,9,6,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",60,1,4,7,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",76,2,0,0,0,"No","Yes","No","Ancianos (75-90)","Europa Occidental"
"Germany","Male",62,2,0,3,4,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",66,2,2,4,4,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",36,3,5,6,6,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",20,2,4,8,3,"No","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",44,3,2,2,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",24,3,3,5,2,"Yes","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",53,3,3,5,2,"No","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Male",29,2,4,6,6,"Yes","Yes","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",29,1,7,6,7,"Not eligible to vote","Yes","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",87,3,4,5,3,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",60,2,3,3,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",46,2,8,10,6,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Female",55,3,6,5,6,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",39,2,3,3,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",57,2,5,8,4,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",57,2,3,4,4,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",67,1,7,9,7,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",75,1,8,9,6,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Female",79,1,4,9,4,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",76,1,6,8,6,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",65,1,1,2,1,"No","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",25,2,4,4,4,"Yes","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Female",90,1,6,8,7,"Yes","Yes","No",NA,"Europa Occidental"
"Germany","Male",27,3,9,9,7,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",77,1,2,5,4,"Yes","Yes","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",70,2,6,8,7,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",28,3,1,5,1,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",82,1,8,8,6,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",63,2,1,1,1,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",47,2,7,8,7,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",44,1,6,8,6,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Male",63,1,3,3,3,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",74,1,7,10,8,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Female",75,2,4,3,3,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Female",53,2,7,7,5,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",29,3,6,6,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",68,2,3,4,4,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",62,1,2,6,5,"No","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",58,3,6,7,6,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Female",55,2,6,7,6,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Male",79,3,2,5,2,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Female",84,2,5,8,5,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Female",58,2,0,2,0,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Female",72,1,5,5,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",30,4,1,0,3,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",86,2,5,1,8,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",35,3,3,2,5,"No","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",34,2,5,6,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",29,2,6,9,6,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",49,1,0,0,0,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",28,1,6,10,6,"Yes","No","Yes","Jóvenes (15-29)","Europa Occidental"
"Germany","Female",45,3,6,7,5,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",69,1,5,5,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",60,2,2,2,2,"No","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",34,1,7,10,8,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",28,2,7,7,7,"Yes","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Female",45,2,6,7,6,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Female",51,2,4,4,4,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Female",70,2,5,4,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",64,2,2,0,2,"No","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",64,3,5,4,5,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",33,1,5,7,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",67,1,7,7,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",33,2,6,8,5,"Yes","Yes","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",45,3,7,7,6,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",32,3,2,6,3,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",65,3,0,0,0,"Not eligible to vote","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",28,1,9,10,7,"Yes","Yes","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",29,2,6,8,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",23,3,5,7,4,"No","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Female",47,2,4,3,5,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",24,2,5,7,5,"Yes","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Female",29,3,4,4,5,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",80,2,0,3,4,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Female",66,1,6,7,4,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",74,2,2,6,2,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",34,2,0,1,0,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",44,3,2,4,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",54,2,8,9,7,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Female",44,3,6,7,6,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Male",62,2,3,3,3,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",20,2,4,5,4,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Female",27,3,2,5,5,"Yes","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Female",34,2,8,8,8,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",60,2,3,4,3,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",42,3,5,5,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",70,3,4,4,3,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",71,1,6,6,5,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",25,3,5,5,9,"No","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",32,4,0,1,0,"No","Yes","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",56,2,5,3,3,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Female",43,1,5,10,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",72,1,5,5,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",58,1,2,3,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",30,2,5,6,4,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",41,3,10,5,0,"Not eligible to vote","Yes","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",62,1,3,7,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",25,3,2,4,3,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",65,3,2,2,2,"No","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",83,1,5,3,5,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Female",86,1,5,7,5,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Female",68,2,5,4,4,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",84,2,5,9,5,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",41,1,8,9,7,"Not eligible to vote","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",73,1,4,3,4,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",65,3,0,0,0,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",63,1,0,5,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",35,2,4,5,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",42,2,4,5,4,"Not eligible to vote","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",17,2,6,8,6,"Not eligible to vote","No","Yes","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",33,1,6,9,6,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",52,3,0,0,2,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",29,3,0,3,0,"No","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",68,2,4,5,2,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",55,2,6,5,6,"No","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Female",71,1,2,3,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",25,2,5,6,5,"Yes","Yes","Yes","Jóvenes (15-29)","Europa Occidental"
"Germany","Female",62,4,0,0,0,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",69,2,6,6,5,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",41,3,2,3,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",22,2,5,6,6,"Yes","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",28,2,2,1,2,"Yes","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",77,4,0,0,0,"No","No","No","Ancianos (75-90)","Europa Occidental"
"Germany","Male",51,1,7,9,7,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Female",63,3,3,8,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",77,2,7,6,5,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",69,1,3,2,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",78,3,5,2,4,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",47,2,6,7,6,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",68,2,8,8,8,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",25,2,5,7,5,"Yes","Yes","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",38,2,2,3,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",67,1,1,2,1,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",85,2,3,5,5,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Female",48,2,5,7,4,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Female",40,3,8,5,8,"No","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",37,1,1,2,1,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",23,3,3,5,2,"Yes","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Female",57,1,7,10,6,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Female",79,2,0,0,0,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",22,2,4,1,4,"Yes","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Female",73,1,2,3,2,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",52,3,7,6,8,"No","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Female",50,1,5,7,5,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Female",69,3,4,5,3,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",22,3,5,6,5,"Yes","No","Yes","Jóvenes (15-29)","Europa Occidental"
"Germany","Female",70,3,0,0,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Male",25,1,5,6,5,"Yes","Yes","Yes","Jóvenes (15-29)","Europa Occidental"
"Germany","Male",84,3,6,8,6,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",57,1,0,1,1,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",71,1,5,5,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",58,2,5,8,5,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Female",45,2,6,7,5,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Female",17,3,7,7,6,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa Occidental"
"Germany","Female",29,2,6,6,6,"Yes","Yes","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Male",57,3,4,3,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",64,1,2,2,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Germany","Female",54,4,3,3,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",76,2,6,10,4,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Germany","Male",49,2,5,7,5,"Yes","Yes","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Male",35,1,8,8,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",34,2,7,8,6,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Germany","Female",49,1,3,4,4,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Germany","Female",57,2,6,4,5,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Germany","Male",18,3,3,6,3,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa Occidental"
